"","job_title","job_description","job_salary","city","state","company_name","company_industry","company_sector","company_rating","bachelors","masters","phd"
"38","Senior Data Scientist","OVERVIEW The Connecticut Hospital Association (CHA) seeks a Senior Healthcare Analyst to work as part of a small team focused on developing business intelligence capabilities to support CHA members. The Senior Analyst brings advanced data analytics skills and experience, and will collaborate with colleagues across the organization in support of utilization management, community health, advocacy, and quality and patient safety measurement and analysis needs. This is a unique opportunity for an intellectually curious individual tOVERVIEW The Connecticut Hospital Association (CHA) seeks a Senior Healthcare Analyst to work as part of a small team focused on developing business intelligence capabilities to support CHA members. The Senior Analyst brings advanced data analytics skills and experience, and will collaborate with colleagues across the organization in support of utilization management, community health, advocacy, and quality and patient safety measurement and analysis needs. This is a unique opportunity for an intellectually curious individual to participate in expanding existing and developing new data sources and to help lead the advancement of CHA's exciting new data and analytics services. CHA is a not-for-profit organization, dedicated to the advancement of the health of individuals and communities in Connecticut by leading, representing, and serving Connecticut hospitals and integrated health systems including related healthcare organizations. JOB SUMMARY: This individual will design approaches to solving complex analytic challenges, identify process improvement opportunities and contribute to reducing turn-around time for ad hoc analyses. The senior analyst will develop and refine healthcare data analyses using large, complex databases in support of performance reporting and advanced analytics needs. The position will be responsible for delivering analysis and interpretation including the preparation and ""translation"" to non-data colleagues of key findings/observations to address specific needs. The healthcare analyst will also contribute to ongoing support of ChimeData services by performing functions such as data validation, application testing, documentation, training and user support. DESCRIPTION OF DUTIES: 1. Write queries to evaluate data; organize and summarize data; publish results and findings. 2. Develop business rules based on data exploration and define algorithms and calculations to transform and enhance data. 3. Create data visualizations and infographics to convey information and help users derive meaning from data. Synthesize complex data and use appropriate statistics to deliver information in a concise, meaningful way to communicate to non-technical audiences. 4. Lead the development of sophisticated analytic tools by documenting requirements, creating detailed specifications and mock-ups, and working with software developers to rapidly prototype, test and revise business intelligence offerings. 5. Drive data analysis to evaluate the impact of legislative and regulatory proposals and analyze trends affecting hospitals and healthcare organizations. 6. Provide training and support for member hospitals and other business partners. Lead the creation of innovative solutions to support members and clients. 7. Support ongoing data and reporting operations, and provide backup for other team members as needed. 8. Identify the steps/tasks needed to complete a project and track progress in project management software. 9. Mentor junior colleagues and share best practices. Participate in peer review process, offering constructive feedback and suggestions. QUALIFICATIONS: 1. A Master's degree is required for this role (MHA, MPH, or MS in fields such as data science, statistics, mathematics, economics, public health, or epidemiology) along with a minimum of 5 years of healthcare industry experience, preferably in a payer or provider setting. 2. Strong Excel, Microsoft office and database skills. Experience using database query tools such as SQL, SAS or Alteryx. Experience using software such as Tableau, Qlik, or COGNOS to build data visualizations is highly desirable. 3. Ability to identify relationships in data sets, determine key fields, and present findings independently. Ability to troubleshoot problems, identify defects in logic and identify and resolve data quality issues. This individual should be a big picture thinker and be able to make connections and grasp the significance of implications. 4. Attention to detail - ability to produce accurate, high-quality written work is critical. 5. Understanding of provider/payer measurement and standard healthcare code sets. Experience with with electronic health record (EHR) data or Admit-Discharge-Transfer (ADT) data is a plus. Experience using statistical methods to evaluate healthcare data is strongly preferred. 6. Ability to work independently with minimal oversight and produce a quality output. Must be resourceful and possess the ability to investigate complex issues and synthesize quantitative and qualitative information; the ability to research varied topics as needed and embody the organizational and critical thinking skills essential to success. 7. Experience working in a team-oriented, collaborative environment; ability to establish effective interpersonal relationships. 8. The ideal candidate will bring other desirable skills to complement the existing team, including:knowledge of hospital reimbursement methodologies and risk adjustment; experience using public data sets (US Census/ACS, CMS public data files, and APCDs (all payer claims databases))and FHIR resources; knowledge of coding, medical terminology, quality pay-for-performance programs, hospital electronic health record systems, and predictive modeling; experience designing applications using user-experience design principles; and analyzing pharmacy claims or lab data.o participate in expanding existing and developing new data sources and to help lead the advancement of CHA's exciting new data and analytics services. CHA is a not-for-profit organization, dedicated to the advancement of the health of individuals and communities in Connecticut by leading, representing, and serving Connecticut hospitals and integrated health systems including related healthcare organizations. EOE","$86,452 - $164,397","Yalesville","CT","Connecticut Hospital Association","c(""Membership Organizations"", NA)","Business Services",4.7,1,1,0
"39","Data Scientist/ Engineer","About Us: Dermacare LLC (DBA BlueChew) is on a mission to build a highly scalable and intelligent telemedicine services platform. Having built an array of highly functional software products in house, our tech team provides a fertile learning ground for software and data engineers.Join our team to help design and build the data infrastructure needed to support modeling and analysis of marketing, retention, and more.Job Description: You will be responsible for designing and building pipelines to turn our diverse collection of sources (mostly structured and flat databases, Google Analytics, and logs) into a coherent framework for building models and doing marketing / business / supply chain analysis. In the long run, given your interest, you can gradually shift some time into building models to analyze and make predictions based on these datasets.You will work with our marketing team to make sure we are collecting the data we need to answer the questions we have. You will work with our engineering team to ensure that the data coming in and out of our systems is consistent, to reconcile and combine data from multiple sources, and to help identify gaps in the data and opportunities to collect, create, or transform relevant information. You will also work with the engineering team to design and build our data pipeline, identifying the right tools that connect and build on our existing infrastructure.Responsibilities: Map out our different data sources and understand the data in the context of the business and technical processes that create itDesign and build a pipeline to pull that data and transform it into a consistent, coherent format supporting modeling and analysis in BigQueryIdentify gaps in the data and opportunities to collect or create new meaningful informationOur platform keeps growing and changing. Identify tools and methods to support awareness of system changes: what does a piece of data mean in the context of our systems as they are now? If the systems have changed since last year, what does that same data mean in the old context?Work with the engineering team to ensure our ongoing development continues to feed the pipeline and moves towards greater consistency*Requirements*Experience with Google Analytics, BigQuery, and online marketing data is preferredPython, SQLExperience scoping, designing and building data pipelinesExperience reconciling messy or inconsistent combinations of structured and unstructured dataEffective organization and time management skillsCollaborative work style and willingness to work flexibly with both the marketing and engineering teamsEducationBachelor's degree is preferred but not required; with or without a degree you must be able to demonstrate relevant experience and necessary skills.Job Type: Full-timeBenefits:401(k)401(k) matchingDental insuranceHealth insurancePaid time offSchedule:Monday to FridayEducation:Bachelor's (Preferred)Experience:Analytics: 3 years (Preferred)Work Location:One locationWork Remotely:NoWork Location: One location","Not Provided","Chicago","IL","BlueChew",NA,NA,0,1,0,0
"40","Sr Data Scientist","Type of Requisition: Pipeline Clearance Level Must Currently Possess: Secret Clearance Level Must Be Able to Obtain: Secret Suitability: No Suitability Required Public Trust/Other Required: None Job Family: Data Science Job Description: General Dynamics Information Technology is seeking a Data Scientist responsible for working with both unstructured and structured data with advanced problems and modeling on projects. Responsible for interpreting results from multiple sources using techniques ranging from simple data aggregation via statistical analysis to complex data mining independently. Candidate will work with project managers, consultants, programmers, data scientists, analysts, and customers to design, develop and implement the most valuable solutions for the organization. Candidate will prepare big data for analysis, implement data models and develop database to support the business solutions. Candidate will work on advanced, complex technical projects or DoD issues requiring state of the art technical or industry knowledge. Depending on experience and skill level, the candidate may provide a leadership role for the work group through their knowledge in the area of specialization. Familiarity with the manipulation of unstructured data in a data analytics environment, and the use of open-source tools, cloud computing, machine learning and data visualization. Ability to use/code in a language applicable to the project such as Apache, Hadoop, Python, and advanced knowledge of machine learning. Education/Required Experience: (Multiple Levels Available) Bachelor's Degree in Data Analytics & 5+ years in Data Analytics or related field. Senior positions require an advanced degree (Master's or PhD) in a relevant field of Data Analytics such as data science, statistics, or operational research and 9+ years of experience Clearance: Secret with ability to obtain TS WHAT GDIT CAN OFFER YOU: 401k with company match Diverse, Highly collaborative teams Challenging work that makes a real impact on the world around you Internal Mobility team dedicated to helping you own your career GDIT CAREERS - Opportunity Owned Not sure this job's the one for you? Check out our other openings at gdit.com/careers. Do you have a friend or colleague this posting describes? Let them know about the opportunity by clicking ""Share"" Discover more at gdit.com/careers The likely salary range for this position is $115,329 - $192,600, this is not, however, a guarantee of compensation or salary; rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range. Scheduled Weekly Hours: 40 Travel Required: 10-25% Telecommuting Options: Telecommuting 100% Work Location: USA DC Washington Additional Work Locations: Any Location / Remote Total Rewards at GDIT: Our benefits package for all US-based employees includes a variety of medical plan options, some with Health Savings Accounts, dental plan options, a vision plan, and a 401(k) plan offering the ability to contribute both pre and post-tax dollars up to the IRS annual limits and receive a company match. To encourage work/life balance, GDIT offers employees full flex work weeks where possible and a variety of paid time off plans, including vacation, sick and personal time, holidays, paid parental, military, bereavement and jury duty leave. To ensure our employees are able to protect their income, other offerings such as short and long-term disability benefits, life, accidental death and dismemberment, personal accident, critical illness and business travel and accident insurance are provided or available. We regularly review our Total Rewards package to ensure our offerings are competitive and reflect what our employees have told us they value most. This position requires being fully vaccinated against COVID-19 by January 18, 2022 or the start date, if after January 18. Individuals who work in or reside in Texas or Montana or work outside of the United States may be excluded from this requirement. We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.","Not Provided","Washington","DC","General Dynamics","c(""IT Services"", NA)","Information Technology",3.8,1,1,1
"41","Senior Data Scientist","Job Responsibilities: Project Delivery (70 - 85%)Consult clients to define and refine business objectives towards data-driven decision problemsResearch internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.Work with cross-functional client & IPH team to scale AIML solutions to production systems.Strong communication skills to effectively translate complex analytical models into recommendations for business partners.Mentoring junior Data Scientists on technical skills & career progression.Building & teaching an AIML skill specialization for the Healthcare practice.Gathering project learnings and developing them into repeatable / reusable assets & IP for the AIML & Healthcare teamSupporting AIML team growth through interviewing, networking, and industry representation.Requirements: Strong programing skills in at least one numerical computing language: R/Python.Strong experience in building Machine learning (ML) models and experience in deploying solutions in big data production systems on cloud.Working understanding in areas of machine learning methods and traditional statistical analysis, Bayesian modeling, traditional ML, Deep Learning, RL and optimizationWorking knowledge of coding best practices - version control, code linting, unit testing, etc.Working knowledge of AWS Cloud environments.Ability to understand and work with large disparate data sets and transform the information into clear insights for the business.Intellectual agility & stamina - ability to learn adjacent technical skills quickly and continuously, ability to give and use constructive feedback effectively.Scientific temperament - ability to research, build & verify hypotheses / mental models about technical & organizational problems that need to be solved.Experience in efficiently deploying AI/ML solutions in big data production systems on premise or AWS Cloud with consideration of resource utilization and costsExperience with API infrastructure design, automated data processing and aggregationAbility to design and manage noSQL data architecture according to business needsExperience & Education: 5 or more years of demonstrated experience in driving real-world value by solving problems requiring complex quantitative reasoning using data & modeling techniques.Graduate/under-graduate degree in any of the quantitatively rich disciplines such as Computer Science / Mathematics / Physics / Operations ResearchMandatory Skills: AWS,Machine Learning,Neural Network,SQL, Python, Linux OSDeep Learning Traditional Statistical analysis,Bayesian modelingJob Type: Full-timePay: From $150,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceHealth insuranceLife insurancePaid time offVision insuranceSchedule:8 hour shiftDay shiftMonday to FridayEducation:Bachelor's (Preferred)Experience:Python: 1 year (Preferred)SQL: 1 year (Preferred)Linux OS: 1 year (Preferred)Work Location: Remote","Not Provided","Remote","Remote","Innovative Precision Health",NA,NA,3,1,1,0
"42","Chief Data Scientist","Chief Data Scientist Location: RemotePurpose: Espire Services is looking for a Chief Data Scientist who wants to work hands-on to implement predictive models & workflows for NLP and polling analysis. In addition, this position supervises a small team of data scientists and engineers to use the best tools for machine learning, deep learning and NLP projects.Duties and Responsibilities:Develop applied quantitative methods to find patterns and relationships in data sets using statistical and graphical packages and statistical programming languages.Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM, PyTorch, Azure/GCP/AWS cloud infrastructure, and BERT models).This person will demonstrate the ability to create & deploy technical solutions that perform segmentation, cluster analysis and factor analysis on various polling and other various datasets.Coordinate a small team to produce products for clients and deploy in a cloud environment such as Azure or AWSProgram in languages such as but not limited to Python, R, and SQL.Translate complex, technical, or analytic findings into an easily understood narrative- tell a story with the data in graphical, verbal, or written form.Education and Experience:PhD or equivalent experience in quantitative field (Computer Science, Statistics, Mathematics). 5-10 years of experience building and managing high performing data science teams including recruitment, career development, mentoring and talent management. 5-10 years of experience in leveraging modern machine learning toolset and programming languages such as Python, R or Scala. 5-10 years of experience leveraging various machine learning algorithms (e.g., Gradient Boosting, Random Forest, Bayesian Optimization, neural networks, etc.). At least 3-5 years of experience in polling, quantitative analytics and data modeling. Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms. Fluency in a data analysis programming language (R, Python). Ability to translate complex, technical findings into an easily understood narrative (i.e., tell a story with the data) in graphical, verbal, or written form. Ability work collaboratively and effectively in a team environment. Ability to establish and maintain internal and external professional networks including subject matter experts, collectors, and decision makers that are necessary to carry out tasks or projects. A relentless problem solver and out of the box thinker with a proven track record of driving business results. Comfortable in a high-growth, dynamic, fast-paced and agile environment.Who We Are: Espire Services, LLC (Espire), is a Service-Disabled, Veteran Owned Small Business, (SDVOSB) providing a wide array of professional services to the U.S. Government. Espire provides facility management support, engineering services, security support services, program management support and staffing solutions.Job Types: Full-time, ContractJob Type: Full-timePay: Up to $195,500.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insuranceLife insurancePaid time offRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftSupplemental Pay:Signing bonusApplication Question(s):This is a US DOD effort and requires candidates to be eligible for a US Security clearance. Therefore the candidate must be a clearable US citizen. Are you a clearable US citizen?Education:Master's (Required)Experience:Python: 4 years (Required)Computer science: 6 years (Required)Work Location: Remote","Not Provided","Remote","Remote","Espire Services",NA,NA,4.4,0,1,1
"43","Data Scientist","MetLife Legal Plans is the leading consumer legal service in the United States, providing the best legal services for working families. Through our network of over 17,000 attorneys, members of our legal insurance plans can resolve legal matters that range from buying a new home to adopting a child. You can learn more at legalplans.com.Whether you are making a will after starting a family, negotiating the contract on your dream home, or just want the peace of mind of having our attorneys on your side, we make it easy and affordable to get quality legal help.About the roleAt MetLife Legal Plans, we build technology that makes it easy to solve legal problems. With millions of customers, we rely on data-driven decision making to improve our business. We are looking for a data scientist to join our team and help us organize and analyze all of our data.This role reports to the Director of Data Science. Duties include modeling, report generation, investigative work, building analytics infrastructure, business process optimization, product development, and data security. You should be familiar with hunting for answers to complex business questions and running experiments to gather additional data when necessary. You should be equally at home designing, developing, and maintaining customized reports using Tableau.You will work on a nimble, distributed team that is passionate about producing insights that drive real business impact. Our technology is evolving rapidly, so you should be comfortable working in a fast-paced, unstructured environment.MetLife Legal Plans is headquartered in Cleveland, Ohio, but our technology team is remote by default, so you can work from anywhere in the United States.Relevant SkillsDemonstrated professional experience in Tableau, including server administration, server functions, data source creation and maintenance, reporting and dashboard authoring.Experience training and consulting on Tableau techniques and best practices.Expertise in designing effective visualizations.Proficiency in SQL and relational database modeling fundamentals.Expert knowledge of analytical tools such as SAS, R, Matlab, or STATA and scripting languages such as Python and Perl.Strong oral and written communication skills, with the ability to effectively communicate with both technical and non-technical audiences at all levels.Job Type: Full-timePay: $35.00 - $75.00 per hourBenefits:401(k)Dental insuranceFlexible scheduleHealth insuranceLife insurancePaid time offParental leaveRetirement planVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payApplication Question(s):Do you reside in the United States?Experience:Tableau: 2 years (Required)Work Location:Fully RemoteWork Location: Remote","Not Provided","Remote","Remote","MetLife Legal Plans",NA,NA,0,0,0,0
"44","Senior Data Scientist","OverviewAlliant is seeking a Senior Data Scientist to join its Data Science team to build predictive machine learning models and perform customer segmentation. The ideal candidate will be data-curious and willing to participate with a team driven to provide direct and digital marketing clients with innovative, profit-building solutions. The successful candidate will have a wide-range of experience building machine learning models and presenting the results to marketing teams and senior management. Additionally, candidates should be highly experienced with Python, SAS, large-scale databases, web analytics and data manipulation. This position will report to the Vice President of Data Science and become a key contributor to a skilled predictive modeling and analytics team.Principal Responsibilities: Build predictive machine learning models to meet business requirements of direct and digital marketers independentlyConduct ad hoc analyses to identify changes, counts and trends in marketing dataProduce analyses to compare, validate and improve modeling solutionsEvaluate third party dataCreate novel solutions and products for online and offline marketersDevelop and maintain predictive modeling pipelines in Python and SAS.Provide guidance and creative suggestions to internal and external clients for creating or improving modeled solutions.Qualifications & Skills: Graduate degree in Data Science, Data Mining, or related field3+ years' experience building predictive models with machine learning algorithms.Significant experience applying machine learning algorithms in Python (Numpy, Pandas, Scikit-learn) to data mining problemsSAS programming experience preferred (Base, STAT and some Macro; or Visual Analytics and Visual Statistics)Advanced Microsoft Excel knowledge and an overall keen understanding of technologyMust have strong quantitative/analytical skills and extensive attention to detail and the ability to solve complex problems independentlyExcellent oral and written communication skillsDirect and Digital Marketing Industry experience a plusKnowledge of Linux, parallel processing and SQL a plusMust be flexible, detailed, team-oriented, able to work independently as needed and committed to having a good time while doing a great jobAbout Alliant Alliant is a leading data company trusted by thousands of marketers. We deliver highly predictive custom and on-demand audience solutions across TV, programmatic, social, direct mail and more. The Alliant DataHub - built on billions of consumer transactions, advanced data science and high-performance technology - is the foundation for profit-driven audience solutions. For more information, visit: alliantdata.comThe position is based in Alliant's offices in northern Westchester County, New York. Alliant is an equal opportunity employer.Privacy Notice - Alliant will collect and use any information you submit to us, including information regarding your identity, education, employment history, professional or personal qualifications, and any other submissions, solely to evaluate your suitability for a position. Your information will not be sold or used for any other commercial purpose, however it will be retained by Alliant for the period required by law, and cannot be deleted upon your request before the end of the retention period.Job Type: Full-timeBenefits:401(k)Dental insuranceHealth insuranceLife insurancePaid time offParental leaveVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payApplication Question(s):Will you now, or in the future, require sponsorship for employment visa status (e.g. H-1B visa status)?Education:Master's (Preferred)Experience:building predictive models with machine learning algorithms: 3 years (Required)Work Location: One location","Not Provided","Newburgh","NY","Alliant Cooperative Data Solutions",NA,NA,0,0,1,0
"45","Geospatial Data Scientist","Geospatial Data Scientist Geospatial Data ScientistEpochGeo is looking for a Geospatial Data Scientist to support one of the most innovative, exciting, and growing offices that is rooted in geospatial analytics in the national security space.Are you a technical geographer who loves to work with data, find patterns in it, and then turn it into actionable intelligence? Are you a data scientist who loves to draw out insights from data, and work with analysts and engineers to turn those insights into automated workflows? If so, please reach out to us at EpochGeo to chat.Location-based big data can be overwhelming, inaccessible, and noisy. EpochGeo is a data services firm specializing in supporting the full spectrum data cycle: beginning with scalable data storage, building algorithms or workflows, and ending with impactful analytics. Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to inform customers' data driven decisions.Your background likely includes: 2 - 5+ years of experience working in data analytics, data science -- to include, geospatial modeling, predictive analysis, time series analysis, machine learning, and/or AI.Education or military experience in Geography, Data Science, Computer Science, Economics, Mathematics, or Statistics.Must have Python or R, and SQL experience, and have experience applying it to client requirements.Experience with large volume geospatial data, multi-INT analytics, or automated analytics.Intel Analyst Experience in any of the following disciplines is a plus: open source exploitation, targeting, geospatial intelligence products, or statistical analysis.What you will be doing: Work with multiple data information types to; deconstruct key questions, leverage spatial data, exploit APIs, recommend methodologies, and develop algorithms.Create automated workflows or algorithms and machine learning models from big data to discover insights.Collaborate with software engineers to implement distributed/scalable algorithms.Exploit multiple geospatial big data environments for insights that can be automated at scale.Bonus: Professional Certificate or Master's degree in Data Science, Geography, Mathematics, etc.Additional: Must hold a DoD TS clearanceBenefits Include: Health care, FSA, HSA401k: 6% match, immediate vesting14 holidays: All 11 Federal holidays, day after Thanksgiving, 24 DEC, 31 DECPTO: 4 weeks annually3 week sabbatical every 3 years with the companyJob Type: Full-timePay: $145,000.00 - $175,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offReferral programRetirement planVision insuranceSchedule:8 hour shiftSupplemental Pay:Bonus payEducation:High school or equivalent (Required)Experience:Python: 2 years (Required)SQL: 1 year (Preferred)Work Location: Multiple Locations","Not Provided","Washington","DC","EpochGeo",NA,NA,0,0,1,0
"46","Data Scientist","Nacci is a data for good company gearing up for our next phase of growth and looking for a data scientist to help us take our analytics capabilities to the next level for our product suite. This role will work directly with the founding team to deliver innovative, design-forward analytics capabilities. This person will also help develop Nacci's big data technology infrastructure.Nacci is focused on merging storytelling and narrative with data science to help our clients get more out of their data investments. We focus on building out solutions that are beautiful, insightful and useful. The right candidate will have a tremendous respect for the softer sciences and have the ability to think horizontally while still leveraging their mastery of data science and analytics techniques.This role will be primarily focused on: Platform engineering - architect and build technical platforms for Nacci analytics, data processing, and algorithmic engines to run at scaleData mining - uncover deep insight hidden in our client's data or data we source ourselves, and provide tactical guidance on how act on findingsAlgorithm design - develop quantitative models, leveraging machine learning and advanced data analysis techniquesBusiness intelligence - develop reports, dashboards, and metrics, as well as provide BI tools, to provide accurate and timely information.QualificationsExperience in a quantitative or technical work environment OR advanced degree (PhD or MA/MS) in quantitative field (e.g. mathematics, economics, operations research etc.)Intuitive sense of how quantitative and technical work aligns closely with business priorities and business valueAbility to effectively work with business leads: strong communication skills, ability to synthesize conclusions for non-experts and desire to influence business decisionsExperience in applying data analysis techniques to a large set of data using big data systems such as Hadoop, Spark, MongoDB, etc.Advanced Experience with programming scripts such as Python, Java, Scala, C++ in Linux/Unix, and R. Preference that you are highly knowledgeable in numerous languages with priority to Python.Experience with web services such as AWS, DigitalOcean, Redshift, S3, and Spark. Also, the ability to connect data using web API, REST API, and web crawling techniques.Experience in creating and implementing machine learning algorithms and advanced statistics such as: regression, clustering, decision trees, exploratory data analysis methodology, simulation, scenario analysis, modeling, and neural networks.Experience in visualizing data to stakeholders in a simple and concise manner through visualization software such as ggplot, D3,Tableau Qlinkview, Periscope, Business Objects, or other similar software.Experience in analyzing data from business line data applications and data providers such as Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, Nielsen, Comscore, Simmons, MRI and etc...Strong communication skills and the ability to tell a compelling story with dataIntense intellectual curiosity - strong desire to always be learning and staying up-to-date with the latest developments in the fieldAnalytical, creative, and innovative approach to solving open-ended problemsHighly collaborative, team-player attitude, an appreciation for design and you thrive in a dynamic startup environment.Job Types: Full-time, ContractPay: $70,000.00 - $120,000.00 per yearBenefits:Flexible scheduleParental leaveProfessional development assistanceSchedule:Monday to FridaySupplemental Pay:Bonus payApplication Question(s):What is your favorite aspect of data science? Why are in this field or looking for a role in this field?Work Location:Fully RemoteWork Location: Remote","Not Provided","Remote","Remote","Nacci",NA,NA,0,0,1,1
"47","Bioinformatician / Data Scientist","250 genomics research projects every year are waiting for your data processing and analysis expertise! The Chemical Biology & Therapeutics department is looking for a highly motivated bioinformatician with expertise in the processing and analysis of sequencing data to support innovative drug discovery efforts. You will have the opportunity to work in a matrix team consisting of data analysts, members of the NIBR Genomics lab, and disease area biologists. As a member of the NIBR data science community, you will also benefit from global community of more than 200 experts with extensive knowledge and resources in data analysis, data engineering and machine learning. YOUR RESPONSIBILITIES INCLUDE:Processing, quality control, and statistical analysis of sequencing data sets such as RNASeq, ChipSeq, Amplicon-Seq, scRNASeq, spatial transcriptomics, CRISPR screens, whole genome sequencing, long read technologiesMaintenance and automation of various data workflows to provide complete IT solutionsDevelopment of processing strategies for new types of data by combining existing public and commercial tools with innovative solutionsTranslation of data into biological knowledge, presentation and discussion of results in project team meetings and planning of new experiments with partners such as disease area biologists and bioinformaticiansClose collaboration in a team of data analysts, computer scientists and sequencing, contribution to shaping and implementing our digital strategy and scientific processes What you'll bring to the role:Scientific background with an MS or PhD degree in bioinformatics, computer science, computational biology, or life sciencesExperience in the processing and analysis of next generation sequencing dataProven coding ability in Python, R/Bioconductor, Bash, Java, SQL, etc.Familiarity with Unix and high performance computing environmentsExpertise in statistical data analysis and machine learning, complemented by strong visualization and presentation skillsKnowledge of fundamental concepts in molecular biology, cellular biology, statistics, and bioinformatics including biological databases and web toolsTeam working ability, learning agility, scientific curiosity with a problem-solving mentality, organizational skills and an enthusiastic, collaborative spiritExcellent communication and interpersonal skills to translate biologist/project team's scientific questions into analytical strategies and methodsProficiency in English (oral and written) Desirable Requirements:Experience with other types of Omics data and data integrationDeep learning expertiseCloud computing experience such as AWSWeb-based deployment of models and results (shiny, rest, flask, js) Why Novartis? 769 million lives were touched by Novartis medicines in 2020, and while we're proud of this, we know there is so much more we could do to help improve and extend people's lives. We believe new insights, perspectives and ground-breaking solutions can be found at the intersection of medical science and digital innovation. That a diverse, equitable and inclusive environment inspires new ways of working. We believe our potential can thrive and grow in an unbossed culture underpinned by integrity, curiosity and flexibility. And we can reinvent what's possible, when we collaborate with courage to aggressively and ambitiously tackle the world's toughest medical challenges. Because the greatest risk in life, is the risk of never trying! Imagine what you could do here at Novartis! Commitment to Diversity & Inclusion: Novartis is committed to building an outstanding, inclusive work environment and diverse team's representative of the patients and communities we serve.The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential.","$67,122 - $130,112","Cambridge","MA","Novartis",NA,NA,0,0,1,1
"48","Predictive Modeler","Predictive ModelerLancer Insurance Company, Inc. - Long Beach, NYLancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.Duties and Responsibilities: Identify areas where data can be used to improve business activities, defining business users' requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners. Organize, analyze and execute all phases of quantitative research projects, identifying the business problem, data exploration, modeling and implementation (and communicating findings/implications of quantitative studies and analysis). Develop and apply predictive models using multiple statistical and machine learning techniques. Solid understanding and working knowledge of statistical modeling techniques such as linear regression, logistic regression, generalized linear models, data visualization, tree models, cluster analysis, principal components and feature creation. Collaborate with stakeholders to integrate data mining results with existing systems. Utilize Business Intelligence tools to represent insights.Skills & Experience: A Bachelor's degree (or equivalent experience) in a math or computer science program is required. Recent graduates are encouraged to apply. Solid working knowledge of R statistical tools and/or other relevant software packages for data management and statistical analysis. Experience with Python a plus. Mathematics, statistics, correlation, data mining, predictive analysis skills Data visualization skills Data Analysis Knowledge; e.g. SQL, Excel Ability to clearly communicate complex technical ideas to non-technical audience Ability to effectively manage multiple competing priorities at any given time Excellent communication skills and ability to work as part of a team Insurance experience a major plusJob Type: Full-timePay: $75,000.00 - $125,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceDisability insuranceEmployee assistance programFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offVision insuranceSchedule:Monday to FridayEducation:Bachelor's (Preferred)Experience:data analysis: 1 year (Preferred)Work Location:Fully RemoteCompany's website:www.lancerinsurance.comBenefit Conditions:Waiting period may applyCOVID-19 Precaution(s):Remote interview processPersonal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeSanitizing, disinfecting, or cleaning procedures in placeWork Location: Remote","Not Provided","Remote","Remote","Lancer Insurance Company","Insurance Carriers","Insurance",3.4,1,0,0
